name,labels,review_text,categories
Panda Express,negative,pleasantly,"chinese,hotdogs"
Panda Express,negative,good,"chinese,hotdogs"
Panda Express,negative,worst,"chinese,hotdogs"
Sizzling Thai Kitchen,positive,fat,thai
Sizzling Thai Kitchen,positive,happy,thai
Sizzling Thai Kitchen,positive,gem,thai
El Pollo Loco,negative,steep,"mexican,hotdogs"
El Pollo Loco,positive,convenient,"mexican,hotdogs"
El Pollo Loco,negative,super,"mexican,hotdogs"
El Paraiso,positive,nicely,mexican
El Paraiso,positive,favorite,mexican
El Paraiso,positive,super,mexican
El Botanitas,positive,good,"fooddeliveryservices,mexican"
El Botanitas,positive,lifesaver,"fooddeliveryservices,mexican"
Angelo's Burgers,positive,helping,"mexican,tradamerican,hotdogs"
Angelo's Burgers,positive,cold,"mexican,tradamerican,hotdogs"
Angelo's Burgers,positive,intimidating,"mexican,tradamerican,hotdogs"
Taco Bell,positive,super,"hotdogs,mexican"
Taco Bell,positive,hard,"hotdogs,mexican"
Taco Bell,negative,grumpy,"hotdogs,mexican"
Mariscos Nayarit,positive,negative,"mexican,seafood"
Mariscos Nayarit,negative,like,"mexican,seafood"
Mariscos Nayarit,positive,pretty,"mexican,seafood"
"Jala Mariscos ""El Veneno""",positive,pretty,"mexican,foodtrucks"
"Jala Mariscos ""El Veneno""",positive,affordable,"mexican,foodtrucks"
"Jala Mariscos ""El Veneno""",positive,best,"mexican,foodtrucks"
Las Islas Marias,positive,better,"seafood,mexican"
Las Islas Marias,positive,great,"seafood,mexican"
Las Islas Marias,negative,outstanding,"seafood,mexican"
Hercules,negative,worst,"burgers,hotdogs,greek"
Hercules,positive,disappointment,"burgers,hotdogs,greek"
Hercules,positive,bomb,"burgers,hotdogs,greek"
Bobo's Hamburgers,positive,favorite,"breakfast_brunch,burgers,tradamerican"
Bobo's Hamburgers,negative,fast,"breakfast_brunch,burgers,tradamerican"
Tacontento,negative,luck,"mexican,importedfood"
Tacontento,negative,seasoned,"mexican,importedfood"
Tacontento,positive,fried,"mexican,importedfood"
Hot Bowl Noodle,negative,super,vietnamese
Hot Bowl Noodle,positive,pleased,vietnamese
Hot Bowl Noodle,negative,good,vietnamese
Birrieria Jalisco,positive,love,"mexican,desserts,bars"
Birrieria Jalisco,negative,love,"mexican,desserts,bars"
Birrieria Jalisco,positive,fried,"mexican,desserts,bars"
El Gallo Giro,positive,love,"mexican,catering"
El Gallo Giro,negative,hot,"mexican,catering"
Tacos Gavilan,positive,burned,mexican
Tacos Gavilan,negative,like,mexican
Tacos Gavilan,negative,cold,mexican
Tacos La Potranka,negative,recommend,"mexican,foodtrucks"
Tacos La Potranka,negative,crisp,"mexican,foodtrucks"
Tacos La Potranka,negative,crisp,"mexican,foodtrucks"
Rinconcito Poblano,negative,bland,mexican
Rinconcito Poblano,negative,bomb,mexican
Rinconcito Poblano,positive,amazingly,mexican
Denny's,positive,great,"diners,breakfast_brunch,tradamerican"
Denny's,positive,amazing,"diners,breakfast_brunch,tradamerican"
Denny's,positive,fast,"diners,breakfast_brunch,tradamerican"
Mariscos La Playita,positive,fried,"mexican,breakfast_brunch"
Mariscos La Playita,positive,great,"mexican,breakfast_brunch"
Mariscos La Playita,positive,waste,"mexican,breakfast_brunch"
Cafe Canela,positive,decent,"cafes,mexican,breakfast_brunch"
Cafe Canela,negative,bad,"cafes,mexican,breakfast_brunch"
Cafe Canela,negative,pretty,"cafes,mexican,breakfast_brunch"
Mariscos El Rey 1,positive,super,"mexican,latin,seafood"
Mariscos El Rey 1,positive,excellent,"mexican,latin,seafood"
Mariscos El Rey 1,negative,terrible,"mexican,latin,seafood"
Happy Rice,positive,terrible,"sushi,japanese"
Happy Rice,negative,tired,"sushi,japanese"
Happy Rice,negative,ready,"sushi,japanese"
Ruben Tacos,negative,smoothly,mexican
La Huasteca Restaurant,positive,complimentary,mexican
La Huasteca Restaurant,negative,free,mexican
La Huasteca Restaurant,positive,complaining,mexican
Tacos Don Luis,positive,better,mexican
Tacos Don Luis,negative,good,mexican
Real de Oaxaca,positive,good,"mexican,latin,sportsbars"
Real de Oaxaca,negative,superior,"mexican,latin,sportsbars"
Real de Oaxaca,negative,super,"mexican,latin,sportsbars"
Tortas Ahogadas El Rey,positive,good,mexican
Tortas Ahogadas El Rey,positive,well,mexican
Tortas Ahogadas El Rey,positive,amazing,mexican
Los Comales Restaurant,positive,butcher,mexican
Marisco Rio Balsas,positive,like,"mexican,seafood"
Marisco Rio Balsas,negative,popular,"mexican,seafood"
Marisco Rio Balsas,negative,exceptional,"mexican,seafood"
Taco Bell,negative,unreal,"mexican,hotdogs"
Taco Bell,negative,like,"mexican,hotdogs"
El REAL ZACATECANO RESTAURANT,positive,nice,mexican
El REAL ZACATECANO RESTAURANT,negative,worth,mexican
El REAL ZACATECANO RESTAURANT,positive,bad,mexican
Let's Kick It Bakery Y Bionicos,positive,enjoyed,"juicebars,bakeries,mexican"
Super Teriyaki,positive,bad,japanese
Super Teriyaki,positive,rude,japanese
Super Teriyaki,positive,pity,japanese
Mean Chix,positive,favorite,"chicken_wings,halal,tradamerican"
Mean Chix,positive,glad,"chicken_wings,halal,tradamerican"
Mean Chix,positive,great,"chicken_wings,halal,tradamerican"
Hong Kong Express,positive,decent,chinese
Denny's,negative,complaints,"tradamerican,breakfast_brunch,diners"
Denny's,negative,perfectly,"tradamerican,breakfast_brunch,diners"
Taqueria Zavala,positive,nice,mexican
Taqueria Zavala,negative,work,mexican
Taqueria Zavala,negative,clearly,mexican
Kaowok Chinese Kitchen,positive,good,chinese
Kaowok Chinese Kitchen,positive,worth,chinese
Rubio's,positive,worst,"mexican,seafood,salad"
Rubio's,positive,sweet,"mexican,seafood,salad"
Johnny Carino's,negative,sour,"italian,salad,pizza"
Johnny Carino's,positive,sweet,"italian,salad,pizza"
Ono Hawaiian BBQ,positive,sour,"hawaiian,bbq"
Ono Hawaiian BBQ,positive,fried,"hawaiian,bbq"
Chili's,positive,nicest,"tradamerican,tex-mex,bars"
Chili's,negative,crazy,"tradamerican,tex-mex,bars"
Chili's,positive,disappointed,"tradamerican,tex-mex,bars"
Mariscos El Viejon,positive,favorite,mexican
Mariscos El Viejon,positive,best,mexican
El Taco Sabroso Grill & Pupuseria,positive,satisfied,mexican
El Taco Sabroso Grill & Pupuseria,negative,holy,mexican
El Taco Sabroso Grill & Pupuseria,negative,incredible,mexican
El Pescador - Downey,positive,amazing,"mexican,seafood,cocktailbars"
El Pescador - Downey,negative,perfect,"mexican,seafood,cocktailbars"
El Pescador - Downey,negative,delicious,"mexican,seafood,cocktailbars"
Pizza Hut,negative,favorite,"pizza,italian,chicken_wings"
Pizza Hut,negative,top,"pizza,italian,chicken_wings"
Taco Bell,negative,sweet,"mexican,hotdogs"
Taco Bell,positive,sour,"mexican,hotdogs"
Taco Bell,positive,best,"mexican,hotdogs"
Taco Bell,negative,unfriendly,"mexican,hotdogs"
Mexico 1900 Restaurant,positive,best,mexican
Mexico 1900 Restaurant,positive,authentic,mexican
Mexico 1900 Restaurant,positive,good,mexican
Marco Meat,negative,great,"meats,mexican,butcher"
Marco Meat,positive,lying,"meats,mexican,butcher"
Marco Meat,positive,great,"meats,mexican,butcher"
Thai Noodle House & BBQ,positive,perfect,"thai,bbq,noodles"
Thai Noodle House & BBQ,negative,hot,"thai,bbq,noodles"
Thai Noodle House & BBQ,positive,hot,"thai,bbq,noodles"
China Gate,positive,hesitant,chinese
China Gate,negative,like,chinese
China Gate,positive,love,chinese
Taco Lulu,positive,pan,mexican
Tacos El Bringas,positive,sweet,"mexican,foodtrucks"
Tacos El Bringas,negative,sour,"mexican,foodtrucks"
Tacos El Bringas,positive,right,"mexican,foodtrucks"
Sam's Burgers,negative,fresh,"burgers,mexican"
Sam's Burgers,negative,healthy,"burgers,mexican"
Tacos Lulu,positive,terrible,"foodtrucks,mexican"
Tacos Lulu,positive,worth,"foodtrucks,mexican"
Tacos Lulu,positive,best,"foodtrucks,mexican"
Taco Truck,positive,amazing,"foodtrucks,mexican"
Taco Truck,positive,love,"foodtrucks,mexican"
Dickey's Barbecue Pit,positive,skeptical,"bbq,tradamerican,chicken_wings"
Dickey's Barbecue Pit,positive,worth,"bbq,tradamerican,chicken_wings"
Dickey's Barbecue Pit,positive,exciting,"bbq,tradamerican,chicken_wings"
Chinese Taste Fast Food,positive,good,chinese
Chinese Taste Fast Food,negative,best,chinese
Chinese Taste Fast Food,negative,excellent,chinese
Pick Up Stix,positive,fried,"chinese,asianfusion"
Pick Up Stix,positive,exciting,"chinese,asianfusion"
Pick Up Stix,positive,nice,"chinese,asianfusion"
Tacos Y Mariscos La Fuente,positive,favorite,"mexican,seafood"
Tacos Y Mariscos La Fuente,negative,good,"mexican,seafood"
Tacos Y Mariscos La Fuente,positive,recommend,"mexican,seafood"
Tacos Meche,positive,paranoid,mexican
Tacos Meche,positive,anxious,mexican
Fresh Griller,positive,like,"salad,wraps,tradamerican"
Fresh Griller,negative,glad,"salad,wraps,tradamerican"
Jose's Tacos,positive,excited,"mexican,foodtrucks"
Jose's Tacos,negative,good,"mexican,foodtrucks"
Jose's Tacos,positive,cool,"mexican,foodtrucks"
Taqueria Los Santos,positive,fast,"foodtrucks,mexican"
Taqueria Los Santos,negative,friendly,"foodtrucks,mexican"
The Olive Restobar,positive,good,"mediterranean,cocktailbars"
The Olive Restobar,positive,pleased,"mediterranean,cocktailbars"
The Olive Restobar,positive,angry,"mediterranean,cocktailbars"
Chipotle Mexican Grill,positive,friendly,"mexican,hotdogs"
Chipotle Mexican Grill,negative,nice,"mexican,hotdogs"
Chipotle Mexican Grill,negative,best,"mexican,hotdogs"
Tacos Arandas,positive,good,"foodtrucks,mexican"
Tacos Arandas,positive,good,"foodtrucks,mexican"
Tortas Ahogadas Scorpion,positive,good,"streetvendors,mexican,juicebars"
Tortas Ahogadas Scorpion,positive,friendly,"streetvendors,mexican,juicebars"
Tortas Ahogadas Scorpion,positive,like,"streetvendors,mexican,juicebars"
El Divino Salvador Del Mundo Restaurant Pupuseria,positive,ridiculously,"salvadoran,tradamerican"
El Divino Salvador Del Mundo Restaurant Pupuseria,negative,bomb,"salvadoran,tradamerican"
El Divino Salvador Del Mundo Restaurant Pupuseria,positive,love,"salvadoran,tradamerican"
Pizza Hut,positive,super,"pizza,italian,chicken_wings"
Pizza Hut,negative,fun,"pizza,italian,chicken_wings"
Pizza Hut,negative,friendly,"pizza,italian,chicken_wings"
Pescadores Reyes,negative,super,"mexican,seafood"
Pescadores Reyes,positive,fast,"mexican,seafood"
Pescadores Reyes,negative,amazingly,"mexican,seafood"
Scratch Billiards Bar & Grill,positive,recommend,"poolhalls,sportsbars,tradamerican"
Scratch Billiards Bar & Grill,positive,unfortunately,"poolhalls,sportsbars,tradamerican"
La Casa Del Cocinero,positive,good,"mexican,breakfast_brunch,seafood"
La Casa Del Cocinero,positive,like,"mexican,breakfast_brunch,seafood"
La Casa Del Cocinero,positive,pretty,"mexican,breakfast_brunch,seafood"
mariscos el cangrejo nice,positive,best,"mexican,seafood"
mariscos el cangrejo nice,positive,work,"mexican,seafood"
mariscos el cangrejo nice,positive,stumbled,"mexican,seafood"
Tacos El Gallito,negative,work,"mexican,foodstands"
Tacos El Gallito,positive,glad,"mexican,foodstands"
Tacos El Gallito,positive,happy,"mexican,foodstands"
Taco's El Rey,positive,cheats,mexican
Taco's El Rey,negative,happy,mexican
Taco's El Rey,positive,mislead,mexican
Chinese Deli Fast Food,positive,dispute,"chinese,delis,hotdogs"
Chinese Deli Fast Food,positive,darker,"chinese,delis,hotdogs"
Mariscos Villa Del Mar,positive,great,"seafood,mexican"
Mariscos Villa Del Mar,positive,top,"seafood,mexican"
Mariscos Villa Del Mar,positive,fried,"seafood,mexican"
Alberto's Mexican Food,positive,favorite,mexican
Alberto's Mexican Food,negative,favorite,mexican
Alberto's Mexican Food,negative,love,mexican
Rachada Thai Cuisine,positive,variety,thai
Rachada Thai Cuisine,negative,excellent,thai
Rachada Thai Cuisine,positive,wisdom,thai
Del Taco,positive,soft,"mexican,hotdogs"
Del Taco,negative,perfectly,"mexican,hotdogs"
Del Taco,negative,good,"mexican,hotdogs"
Paraiso Juice Bar & Grill,positive,trust,"juicebars,mexican,breakfast_brunch"
Paraiso Juice Bar & Grill,negative,enjoy,"juicebars,mexican,breakfast_brunch"
Paraiso Juice Bar & Grill,negative,best,"juicebars,mexican,breakfast_brunch"
El Tepeyac Cafe,positive,excellence,"mexican,breakfast_brunch,tradamerican"
El Tepeyac Cafe,positive,enjoyed,"mexican,breakfast_brunch,tradamerican"
El Tepeyac Cafe,positive,best,"mexican,breakfast_brunch,tradamerican"
Pho-Tai Grill,negative,best,"chinese,thai"
Pho-Tai Grill,negative,best,"chinese,thai"
Midori 5,positive,best,"japanese,salad,sushi"
Midori 5,positive,best,"japanese,salad,sushi"
Midori 5,positive,wins,"japanese,salad,sushi"
Ambrose Pizzeria,positive,top,"pizza,italian,vegetarian"
Ambrose Pizzeria,positive,great,"pizza,italian,vegetarian"
Ambrose Pizzeria,positive,reasonable,"pizza,italian,vegetarian"
Pho 45,negative,loves,"vietnamese,soup"
Pho 45,positive,love,"vietnamese,soup"
Pho 45,positive,beautiful,"vietnamese,soup"
Tokyo Teriyaki & Sushi,positive,chic,"japanese,sushi"
Tokyo Teriyaki & Sushi,positive,overpriced,"japanese,sushi"
Tokyo Teriyaki & Sushi,positive,better,"japanese,sushi"
Chois Teriyaki,positive,reasonably,korean
Chois Teriyaki,positive,fun,korean
Chois Teriyaki,positive,like,korean
Myungga Restaurant,positive,good,"noodles,korean"
Myungga Restaurant,positive,good,"noodles,korean"
Myungga Restaurant,negative,variety,"noodles,korean"
Tokyo Town Sushi,positive,pretty,"japanese,sushi"
Tokyo Town Sushi,negative,strong,"japanese,sushi"
Tokyo Town Sushi,negative,healthy,"japanese,sushi"
T & L Tavern,negative,favorite,"bars,tradamerican"
T & L Tavern,negative,touts,"bars,tradamerican"
Tocaya - The Point,positive,like,"mexican,vegan,gluten_free"
Tocaya - The Point,positive,satisfying,"mexican,vegan,gluten_free"
Tocaya - The Point,positive,good,"mexican,vegan,gluten_free"
52M Teriyaki,positive,smell,"korean,bubbletea,japanese"
52M Teriyaki,negative,like,"korean,bubbletea,japanese"
52M Teriyaki,positive,smell,"korean,bubbletea,japanese"
Trimana,positive,delicious,"tradamerican,sandwiches"
Trimana,positive,good,"tradamerican,sandwiches"
Trimana,positive,works,"tradamerican,sandwiches"
Little Sister,positive,super,vietnamese
Little Sister,positive,horrendous,vietnamese
Little Sister,positive,fried,vietnamese
BionicLand,positive,good,"juicebars,mexican"
BionicLand,positive,fast,"juicebars,mexican"
BionicLand,positive,attentive,"juicebars,mexican"
Renu Nakorn,positive,favorite,thai
Renu Nakorn,negative,great,thai
Renu Nakorn,negative,better,thai
ON + ON KITCHEN,positive,delicious,"asianfusion,korean"
ON + ON KITCHEN,positive,love,"asianfusion,korean"
ON + ON KITCHEN,positive,humble,"asianfusion,korean"
Taco Joe Mexican Grill,positive,like,"mexican,burgers,sandwiches"
Taco Joe Mexican Grill,negative,bad,"mexican,burgers,sandwiches"
Taco Joe Mexican Grill,positive,skill,"mexican,burgers,sandwiches"
Nomad Eatery,positive,love,"mediterranean,latin"
Nomad Eatery,positive,liked,"mediterranean,latin"
North Italia,positive,strong,"pizza,italian,bars"
North Italia,positive,best,"pizza,italian,bars"
Shake Shack,positive,like,"burgers,hotdogs,tradamerican"
Shake Shack,positive,love,"burgers,hotdogs,tradamerican"
Shake Shack,positive,pretty,"burgers,hotdogs,tradamerican"
Pita Paradise,positive,bomb,"mediterranean,mideastern,catering"
Pita Paradise,positive,happy,"mediterranean,mideastern,catering"
Pita Paradise,positive,fresh,"mediterranean,mideastern,catering"
Santos Juice Bar,negative,love,"juicebars,mexican,hotdogs"
Santos Juice Bar,positive,enough,"juicebars,mexican,hotdogs"
Santos Juice Bar,positive,grand,"juicebars,mexican,hotdogs"
Suko Sushi,positive,fried,"japanese,sushi"
Suko Sushi,positive,convenient,"japanese,sushi"
Suko Sushi,negative,friendly,"japanese,sushi"
Casa Adelita,positive,difficult,mexican
Casa Adelita,positive,favorite,mexican
Casa Adelita,positive,deceptively,mexican
Chicken Troopers,positive,like,"korean,tradamerican"
Chicken Troopers,positive,good,"korean,tradamerican"
Chicken Troopers,positive,good,"korean,tradamerican"
Marquez Restaurant,positive,good,mexican
Marquez Restaurant,negative,authentic,mexican
Caló Kitchen + Tequila,positive,authentic,"mexican,breakfast_brunch,cocktailbars"
Caló Kitchen + Tequila,positive,good,"mexican,breakfast_brunch,cocktailbars"
Caló Kitchen + Tequila,positive,fried,"mexican,breakfast_brunch,cocktailbars"
Taco Bell,positive,loves,"hotdogs,mexican"
Taco Bell,negative,drunk,"hotdogs,mexican"
Taco Bell,negative,ravage,"hotdogs,mexican"
Mr. V's Bar and Grill,positive,solid,"tradamerican,steak"
Mr. V's Bar and Grill,positive,recommend,"tradamerican,steak"
Lido Di Manhattan,positive,lighter,"italian,newamerican"
Lido Di Manhattan,positive,like,"italian,newamerican"
Pachanga,positive,bad,"mexican,hotdogs"
Pachanga,negative,enjoyed,"mexican,hotdogs"
The Green Olive - Santa Fe Springs,positive,bomb,mediterranean
The Green Olive - Santa Fe Springs,positive,amazing,mediterranean
The Green Olive - Santa Fe Springs,positive,pan,mediterranean
The Rice Teriyaki Sushi Roll,positive,scrambled,japanese
The Rice Teriyaki Sushi Roll,positive,delicious,japanese
The Rice Teriyaki Sushi Roll,positive,like,japanese
The Hummus Factory,positive,risk,mediterranean
Union Pizza Company,negative,grand,"pizza,italian"
Union Pizza Company,positive,worse,"pizza,italian"
Union Pizza Company,positive,nice,"pizza,italian"
JUTE Coastal bar and Kitchen,positive,great,"tradamerican,cocktailbars"
Islands Restaurant,positive,happy,"burgers,tradamerican,sandwiches"
Islands Restaurant,negative,great,"burgers,tradamerican,sandwiches"
Islands Restaurant,negative,pretty,"burgers,tradamerican,sandwiches"
Mercado Manhattan Beach,positive,slow,"mexican,cocktailbars"
Mercado Manhattan Beach,positive,stumbled,"mexican,cocktailbars"
Mercado Manhattan Beach,negative,great,"mexican,cocktailbars"
Seoul Sausage - Norwalk,positive,happy,"korean,fooddeliveryservices,japacurry"
Seoul Sausage - Norwalk,positive,best,"korean,fooddeliveryservices,japacurry"
Ghost Chicken,positive,glad,"asianfusion,chicken_wings,korean"
Ghost Chicken,positive,hard,"asianfusion,chicken_wings,korean"
Ghost Chicken,positive,stingy,"asianfusion,chicken_wings,korean"
Yanagi Kitchen,positive,greasy,"japanese,sushi"
Yanagi Kitchen,positive,super,"japanese,sushi"
Yanagi Kitchen,positive,grumpiest,"japanese,sushi"
Cabo Taco Baja Grill,positive,better,"mexican,bars"
Cabo Taco Baja Grill,positive,good,"mexican,bars"
Cabo Taco Baja Grill,positive,variety,"mexican,bars"
Ginzaya,positive,lover,"japanese,sushi"
Ginzaya,positive,good,"japanese,sushi"
Flame Broiler,positive,hot,"hotdogs,korean"
Flame Broiler,negative,well,"hotdogs,korean"
Flame Broiler,negative,good,"hotdogs,korean"
Habibi Grill,positive,recommend,mediterranean
Habibi Grill,positive,best,mediterranean
Habibi Grill,positive,better,mediterranean
Taco Bell,positive,cheaper,"mexican,hotdogs"
Taco Bell,negative,super,"mexican,hotdogs"
Taco Bell,negative,authentic,"mexican,hotdogs"
IHOP,positive,super,"breakfast_brunch,tradamerican,burgers"
IHOP,negative,cheap,"breakfast_brunch,tradamerican,burgers"
IHOP,negative,amazing,"breakfast_brunch,tradamerican,burgers"
Chomak,positive,love,"korean,raw_food,seafood"
Chomak,negative,love,"korean,raw_food,seafood"
Chomak,positive,fresh,"korean,raw_food,seafood"
La Rubia Restaurant,positive,awesome,mexican
La Rubia Restaurant,positive,disgusting,mexican
La Rubia Restaurant,positive,weird,mexican
Jade Restaurant,negative,well,chinese
Dong Nae Gil,positive,bad,"korean,soup"
Dong Nae Gil,positive,like,"korean,soup"
Dong Nae Gil,positive,fresh,"korean,soup"
Tofu Village,positive,good,"korean,bbq"
Tofu Village,positive,worked,"korean,bbq"
Tofu Village,positive,bad,"korean,bbq"
Pho Daily,positive,cold,vietnamese
Pho Daily,positive,like,vietnamese
Pho Daily,positive,great,vietnamese
Hwang's Restaurant,positive,best,"korean,bbq"
Hwang's Restaurant,positive,great,"korean,bbq"
Hwang's Restaurant,positive,poor,"korean,bbq"
Old Time Noodle House,positive,best,"korean,soup,chinese"
Old Time Noodle House,positive,right,"korean,soup,chinese"
Rutt's & Tut's Cafe,positive,consistently,"hawaiian,breakfast_brunch,mediterranean"
Rutt's & Tut's Cafe,positive,relish,"hawaiian,breakfast_brunch,mediterranean"
Rutt's & Tut's Cafe,negative,cute,"hawaiian,breakfast_brunch,mediterranean"
Mujinjang,positive,disappoint,korean
Mujinjang,positive,good,korean
Mujinjang,positive,good,korean
L&L Hawaiian Barbecue,positive,good,"hawaiian,bbq"
L&L Hawaiian Barbecue,negative,best,"hawaiian,bbq"
L&L Hawaiian Barbecue,positive,sad,"hawaiian,bbq"
El Pollo Loco,negative,awful,"hotdogs,mexican"
El Pollo Loco,positive,great,"hotdogs,mexican"
El Pollo Loco,negative,great,"hotdogs,mexican"
Kyodong Noodle,positive,recommend,"korean,noodles,chinese"
Kyodong Noodle,positive,great,"korean,noodles,chinese"
Kyodong Noodle,positive,enjoyed,"korean,noodles,chinese"
Oishii Teppan-yaki,negative,lovely,japanese
Oishii Teppan-yaki,negative,lovely,japanese
Hong Kong Express,positive,fresh,chinese
Hong Kong Express,negative,recommended,chinese
Hong Kong Express,negative,favorite,chinese
Burnt Tortilla To Go,positive,grand,mexican
Burnt Tortilla To Go,negative,swamped,mexican
Burnt Tortilla To Go,negative,welcome,mexican
Moana Grill,positive,grand,"japanese,poke,hawaiian"
Moana Grill,positive,scratched,"japanese,poke,hawaiian"
Moana Grill,positive,itch,"japanese,poke,hawaiian"
Love Letter Pizza & Chicken,positive,fast,"chicken_wings,pizza,korean"
Love Letter Pizza & Chicken,positive,grand,"chicken_wings,pizza,korean"
The Place Gu Jip Restaurant,positive,pretty,"korean,soup"
The Place Gu Jip Restaurant,positive,like,"korean,soup"
The Place Gu Jip Restaurant,positive,like,"korean,soup"
Tom's Jr Restaurant,positive,picky,"hotdogs,tradamerican,mexican"
Tom's Jr Restaurant,negative,best,"hotdogs,tradamerican,mexican"
Yuk Dae Jang - Gardena,positive,delicious,korean
Yuk Dae Jang - Gardena,negative,super,korean
Yuk Dae Jang - Gardena,positive,fast,korean
BAMBU,positive,amazing,"juicebars,bubbletea,vietnamese"
BAMBU,positive,better,"juicebars,bubbletea,vietnamese"
BAMBU,positive,like,"juicebars,bubbletea,vietnamese"
Burnt Tortilla,positive,recommend,"mexican,sportsbars"
Burnt Tortilla,negative,love,"mexican,sportsbars"
Burnt Tortilla,positive,gem,"mexican,sportsbars"
Jin Jja Roo,positive,love,"chinese,noodles"
Jin Jja Roo,positive,love,"chinese,noodles"
Jin Jja Roo,positive,delicious,"chinese,noodles"
Thai Lady Restaurant,positive,fast,thai
Thai Lady Restaurant,positive,like,thai
Thai Lady Restaurant,positive,issues,thai
Cafe Aluminum,positive,excellent,japanese
Marie Callender's,positive,free,"tradamerican,bakeries,breakfast_brunch"
Marie Callender's,negative,terrible,"tradamerican,bakeries,breakfast_brunch"
Marie Callender's,negative,bad,"tradamerican,bakeries,breakfast_brunch"
Hiccups - Gardena,positive,cold,"thai,vietnamese,coffee"
Hiccups - Gardena,negative,grand,"thai,vietnamese,coffee"
Tomo-E Bento,positive,smack,japanese
Tomo-E Bento,negative,grand,japanese
Tomo-E Bento,positive,thankful,japanese
Northern Cafe,positive,thankful,chinese
Northern Cafe,positive,incredible,chinese
Sakae Sushi,positive,incredible,"japanese,sushi"
Sakae Sushi,positive,consistently,"japanese,sushi"
Sakae Sushi,positive,great,"japanese,sushi"
Crazy Rock'N Sushi - Gardena,positive,efficient,"seafood,sushi,japanese"
Crazy Rock'N Sushi - Gardena,negative,pros,"seafood,sushi,japanese"
Crazy Rock'N Sushi - Gardena,positive,fresh,"seafood,sushi,japanese"
Bruddah's Bar & Grill,positive,great,"hawaiian,sportsbars,breakfast_brunch"
Bruddah's Bar & Grill,negative,friendly,"hawaiian,sportsbars,breakfast_brunch"
Bruddah's Bar & Grill,positive,cool,"hawaiian,sportsbars,breakfast_brunch"
Spoon House Bakery & Restaurant,positive,modern,"bakeries,japanese,italian"
Spoon House Bakery & Restaurant,positive,nice,"bakeries,japanese,italian"
Spoon House Bakery & Restaurant,positive,clean,"bakeries,japanese,italian"
The Suzuran,negative,clearly,"karaoke,sportsbars,italian"
The Suzuran,positive,famous,"karaoke,sportsbars,italian"
Tamaen Japanese BBQ,positive,super,"japanese,bbq"
Tamaen Japanese BBQ,positive,golden,"japanese,bbq"
Tamaen Japanese BBQ,positive,rude,"japanese,bbq"
Sweet Salty Poke,positive,sarcastic,"hawaiian,poke"
Sweet Salty Poke,positive,delicious,"hawaiian,poke"
Sweet Salty Poke,positive,grand,"hawaiian,poke"
MamMoth Bakery,positive,grand,"bakeries,japanese"
MamMoth Bakery,positive,grand,"bakeries,japanese"
MamMoth Bakery,positive,nice,"bakeries,japanese"
Carrows Restaurant,positive,mediocre,"diners,tradamerican,breakfast_brunch"
Carrows Restaurant,negative,trusted,"diners,tradamerican,breakfast_brunch"
Carrows Restaurant,positive,good,"diners,tradamerican,breakfast_brunch"
Bowl Thai,positive,grand,"thai,salad,coffee"
Bowl Thai,positive,fun,"thai,salad,coffee"
Bowl Thai,positive,nervous,"thai,salad,coffee"
Happy Sushi,positive,grand,"sushi,japanese"
Happy Sushi,negative,hot,"sushi,japanese"
Pho So 1,negative,easy,vietnamese
Pho So 1,positive,pretty,vietnamese
Pho So 1,positive,good,vietnamese
Wooga Sullungtang,negative,trust,"korean,asianfusion,soup"
Wooga Sullungtang,positive,issues,"korean,asianfusion,soup"
Wooga Sullungtang,positive,great,"korean,asianfusion,soup"
Oko Cafe,positive,great,"cafes,japanese,burgers"
Oko Cafe,positive,grand,"cafes,japanese,burgers"
Kotohira Restaurant,positive,worth,japanese
Kotohira Restaurant,positive,best,japanese
Kotohira Restaurant,positive,great,japanese
Furaibo,positive,amazing,"japanese,tapasmallplates,seafood"
Furaibo,positive,authentic,"japanese,tapasmallplates,seafood"
Furaibo,positive,good,"japanese,tapasmallplates,seafood"
Lee's Tofu,positive,perfect,"korean,bbq,soup"
Lee's Tofu,positive,fresh,"korean,bbq,soup"
Lee's Tofu,positive,cute,"korean,bbq,soup"
O Young's Rock Pot,positive,perfect,"chinese,hotpot"
O Young's Rock Pot,negative,bad,"chinese,hotpot"
O Young's Rock Pot,positive,good,"chinese,hotpot"
Akane Chaya,positive,super,japanese
Akane Chaya,positive,useful,japanese
Akane Chaya,positive,overdue,japanese
Yellow Cow Korean Restaurant,positive,work,"korean,bbq,soup"
Yellow Cow Korean Restaurant,positive,great,"korean,bbq,soup"
Yellow Cow Korean Restaurant,positive,right,"korean,bbq,soup"
Yoshinoya - Gardena,positive,incomplete,japanese
Yoshinoya - Gardena,negative,like,japanese
Yoshinoya - Gardena,negative,good,japanese
Kko Kko Yang-Gopchang,positive,fried,korean
Kko Kko Yang-Gopchang,positive,nice,korean
Kko Kko Yang-Gopchang,positive,glad,korean
Fukagawa,positive,stuck,japanese
Fukagawa,positive,famous,japanese
Fukagawa,positive,like,japanese
Sweet Rice,positive,enjoyed,"thai,desserts,breakfast_brunch"
Sweet Rice,negative,impressive,"thai,desserts,breakfast_brunch"
Sweet Rice,positive,good,"thai,desserts,breakfast_brunch"
NIKUMAN-YA,positive,affordable,"japanese,dimsum,chicken_wings"
NIKUMAN-YA,positive,sticky,"japanese,dimsum,chicken_wings"
